book_id,author_id,number,recall_date
9,74,4,2052-02-13
88,34,6,2095-05-14
34,71,6,2065-12-27
80,39,7,2029-11-20
65,4,1,2084-01-15
23,5,6,2022-06-11
9,40,3,2007-04-14
34,82,9,2046-07-13
5,15,8,2015-06-30
37,74,4,2000-12-12
7,69,6,2039-06-11
93,77,5,2034-09-10
21,14,1,2079-05-23
25,74,6,2004-06-27
0,70,3,2013-05-15
68,55,9,2064-06-03
17,90,6,2043-12-02
37,39,3,2091-12-18
18,68,6,2023-12-23
74,14,8,2042-11-28
25,31,5,2094-07-21
44,36,6,2085-05-19
40,5,5,2063-05-02
88,24,7,2013-11-15
93,96,4,2063-11-06
98,99,6,2097-04-18
59,74,8,2073-08-08
41,25,3,2045-01-07
34,0,5,2055-07-19
4,90,5,2052-02-25
12,94,4,2056-11-07
30,15,3,2099-11-24
88,58,6,2003-05-30
11,16,4,2080-08-15
86,69,6,2085-10-14
86,38,5,2006-03-23
39,28,8,2045-07-20
82,71,3,2071-03-28
91,31,5,2093-05-24
37,86,9,2064-12-11
27,43,6,2092-05-12
95,40,1,2037-04-29
51,58,7,2077-08-25
32,99,2,2080-12-28
9,37,2,2038-01-02
74,53,5,1999-10-01
26,35,4,2054-06-13
52,74,4,2007-11-22
30,58,4,2087-11-25
15,78,4,2029-12-28
52,77,5,2027-06-19
33,34,6,2093-01-29
63,78,6,2084-12-21
85,43,7,2066-04-10
93,30,9,2016-06-01
39,0,7,2014-04-08
0,41,7,2052-11-12
4,96,4,2007-01-19
93,90,2,2034-01-30
35,0,6,2026-04-20
49,54,9,2080-12-18
27,43,7,2035-03-15
38,75,5,2031-11-14
76,80,5,2064-09-07
72,64,8,2049-11-04
43,98,6,2049-03-27
27,21,7,2074-11-02
87,15,6,2087-04-11
22,81,4,2021-01-11
93,40,1,2099-02-12
67,89,7,2033-11-21
98,25,5,2091-07-19
85,68,10,2015-02-28
42,20,5,2043-08-03
4,46,13,2099-10-31
77,45,3,2025-06-15
9,2,7,2053-08-07
7,58,2,2079-01-06
11,48,7,2004-06-01
36,47,4,2093-11-14
34,11,4,2069-03-28
8,66,4,2066-05-15
7,98,4,2035-11-25
95,34,7,2000-05-03
34,85,4,2028-05-28
72,4,7,2022-05-21
14,45,4,2013-10-29
20,56,4,2093-06-04
53,25,1,2075-02-08
15,74,11,2060-04-26
11,34,7,2066-04-16
17,35,5,2058-04-14
43,69,6,2025-08-07
28,16,7,2060-12-18
46,14,4,2074-12-09
90,92,2,2086-05-06
49,49,7,2020-08-01
55,44,4,2013-05-24
19,61,6,2065-10-19
22,57,3,2022-10-30
13,11,3,2095-09-21
44,66,7,2016-09-14
19,93,8,2025-04-14
13,56,8,2023-11-25
50,90,3,2087-11-14
92,58,0,2051-11-01
50,7,6,2049-07-25
61,40,4,2088-11-15
93,95,4,2055-05-16
73,32,8,2034-08-14
34,20,6,2028-03-02
88,6,5,2031-08-13
45,67,3,2018-08-26
12,79,8,2021-01-27
84,2,3,2069-08-18
66,99,5,2057-11-04
79,66,3,2074-12-22
48,50,5,2083-09-22
71,30,9,2044-01-29
16,90,4,2070-04-26
31,43,7,2053-10-20
79,91,6,2045-09-14
98,40,2,2074-05-24
7,9,5,2083-08-05
71,47,8,2096-11-27
10,33,4,2037-03-15
84,36,7,2072-08-10
77,98,4,2076-08-20
36,72,2,2069-03-21
98,17,6,2043-09-23
42,96,8,2057-09-15
27,69,6,2077-01-25
84,37,3,2084-02-08
41,94,1,2079-08-11
40,45,1,2003-09-17
5,3,3,2017-02-15
96,45,4,2015-01-29
86,20,6,2063-04-15
95,89,3,2036-01-27
74,90,3,2028-12-13
21,25,6,2076-11-28
55,79,7,2073-11-09
24,1,6,2072-11-22
98,4,2,2072-09-03
48,64,5,2039-01-11
12,75,4,2025-06-14
58,80,7,2090-11-11
36,84,7,2083-04-16
89,96,5,2062-10-18
83,74,6,2094-07-14
16,99,4,2014-05-20
71,38,11,2098-09-20
82,24,6,2031-01-21
97,31,8,2014-05-03
63,44,5,2010-05-13
22,14,4,2025-12-02
30,95,4,2047-04-05
28,18,7,2011-06-07
6,61,4,2023-02-01
33,64,5,2054-04-15
19,59,8,2006-01-15
99,29,5,2013-01-10
12,71,3,2038-07-28
69,38,2,2087-01-06
70,42,4,2039-04-23
60,95,4,2072-07-19
81,23,2,2007-07-08
50,20,5,2042-03-19
98,8,2,2043-03-21
20,78,4,2009-04-15
74,73,3,2075-09-10
53,4,4,2044-01-11
20,11,2,2040-10-29
91,76,2,2031-07-02
28,87,2,2021-10-26
18,1,7,2093-10-16
82,36,3,2088-03-28
69,29,4,2082-08-06
19,90,3,2077-09-11
38,20,4,2049-01-13
50,5,4,2045-03-26
37,27,8,2090-09-18
6,15,7,2066-10-11
80,65,8,2014-12-31
7,43,1,2026-12-16
33,23,6,2059-02-02
95,62,7,2031-05-07
74,0,4,2011-04-23
14,4,5,2060-03-15
26,92,6,2023-08-16
54,65,4,2015-09-30
16,52,2,2056-11-10
62,62,3,2079-12-16
30,70,5,2047-09-21
15,85,3,2089-12-08
4,5,6,2022-08-08
11,18,6,2000-12-15
82,35,5,2087-08-24
53,83,8,2057-08-27
18,85,5,2070-02-09
8,12,10,2052-08-24
53,47,6,2048-07-20
41,54,4,2095-11-12
54,32,6,2038-03-05
27,54,8,2068-11-23
17,97,3,2098-04-30
47,83,7,2035-12-29
6,14,5,2083-05-07
11,2,3,2041-06-05
29,73,8,2020-06-08
73,58,5,2004-11-02
29,22,6,2026-05-30
69,26,2,2064-08-04
63,61,3,2023-12-06
70,50,3,2073-12-04
53,84,6,2026-02-25
91,54,3,2047-11-24
42,87,5,2019-11-30
82,95,7,2058-02-19
7,49,4,2061-04-29
9,42,7,2041-09-19
88,69,2,2016-10-29
68,27,3,2004-11-25
1,59,4,2031-04-23
66,98,4,2012-03-29
89,48,5,2099-06-11
26,1,11,2046-05-28
96,49,6,2015-09-13
47,38,6,2082-07-07
24,16,8,2030-10-21
40,62,5,2041-03-26
9,75,7,2065-09-09
35,70,2,2075-05-09
43,15,8,2007-04-10
9,72,2,2058-05-22
58,63,3,2004-06-09
2,22,5,2070-03-08
49,77,5,2081-06-25
70,79,5,2014-08-22
90,91,1,2014-02-15
92,64,10,2091-11-21
55,8,6,2059-03-26
23,63,6,2068-12-24
65,83,7,2099-12-27
91,66,8,2008-11-18
16,79,4,2054-04-23
99,13,3,2076-04-19
85,68,6,2033-01-22
12,39,7,2019-09-24
89,89,6,2076-11-25
74,70,8,2095-02-14
44,9,3,2024-12-05
13,77,5,2056-09-20
72,38,7,2084-02-23
58,40,6,2073-11-19
22,67,7,2032-12-14
63,76,8,2081-07-13
98,65,5,2053-10-04
2,24,9,2071-01-18
37,10,0,2078-05-09
32,1,5,2056-03-11
75,50,5,2089-02-12
27,70,3,2065-06-26
20,14,8,2011-06-13
64,26,3,2077-08-01
25,45,5,2049-04-12
81,79,4,2077-02-18
42,41,7,2045-12-29
19,41,8,2073-09-17
63,18,2,2016-01-31
63,60,9,2097-02-15
21,29,6,2008-04-01
62,68,0,2055-12-28
29,51,6,2056-04-17
20,44,4,2063-01-29
52,62,8,2050-11-16
62,35,6,2054-03-15
6,21,4,2010-08-23
30,8,3,2003-01-05
35,39,5,2097-03-20
89,17,4,2091-09-28
76,62,4,2085-11-14
84,11,4,2057-08-08
27,11,5,2004-04-19
10,54,2,2082-01-23
74,53,2,2002-04-19
1,21,3,2074-09-01
40,36,3,2023-08-28
60,68,6,2068-07-24
93,47,3,2024-04-22
33,19,7,2081-09-22
95,65,7,2068-11-06
44,21,4,2059-03-27
16,44,1,2083-12-20
20,14,5,2031-02-28
74,57,4,2043-07-04
94,49,5,2093-08-29
38,11,5,2008-05-16
70,80,4,2087-07-14
57,51,6,2045-12-11
19,63,3,2000-04-06
84,67,5,2042-01-23
67,39,8,2006-06-26
73,0,7,2072-10-31
26,80,7,2006-07-28
82,83,3,2067-01-08
79,88,5,2031-05-23
27,66,5,2095-04-01
42,80,6,2020-06-26
91,26,2,2018-02-14
39,52,7,2079-09-27
72,35,4,2050-05-12
26,99,3,2036-10-05
26,15,1,2012-06-22
86,73,6,2042-01-23
33,84,8,2002-02-11
99,47,7,2031-08-06
55,39,6,2058-06-15
61,45,5,2052-12-14
48,17,8,2086-04-24
32,74,4,2022-05-25
60,2,5,2004-10-07
42,72,3,2080-10-25
31,37,7,2038-03-12
78,72,4,2031-04-07
87,43,5,2052-04-05
94,55,3,2047-06-10
79,34,8,2062-12-11
96,59,3,2010-12-03
70,99,8,2064-02-13
15,18,1,2004-02-07
23,14,5,2076-09-17
80,79,10,2080-07-29
67,43,2,2017-01-25
0,63,3,2088-01-20
29,27,1,2095-01-06
95,20,4,2008-10-31
16,62,10,2028-07-12
22,24,4,2040-03-26
37,4,4,2001-03-06
21,21,5,2013-03-11
3,24,7,2019-12-15
18,97,9,2037-05-07
92,26,5,2025-07-09
33,38,5,2068-12-14
23,20,5,2057-10-06
68,94,6,2002-02-22
95,13,4,2050-04-02
15,28,8,2081-04-01
8,82,7,2052-08-14
39,43,5,2037-11-18
1,40,6,2081-03-19
58,24,3,2078-11-07
20,45,1,2015-12-15
7,2,6,2011-10-07
87,54,7,2069-03-03
85,14,8,2050-11-24
92,31,3,2081-11-06
54,42,6,2051-11-15
35,54,5,2075-06-28
39,26,3,2044-09-21
66,53,4,2083-12-03
54,92,8,2006-07-26
97,33,3,2063-07-01
6,79,3,2032-09-13
88,8,6,2075-02-07
72,48,4,2024-11-18
68,63,6,2017-10-28
13,1,5,2093-02-06
73,5,7,2012-01-19
2,58,7,2005-05-19
44,57,5,2096-02-24
70,42,3,2073-07-04
13,41,5,2085-05-02
56,20,6,2014-10-20
34,97,3,2075-01-12
17,66,4,2074-05-25
27,37,5,2066-12-08
44,85,3,2038-09-14
50,13,6,2032-08-06
36,56,7,2082-08-15
15,12,7,2046-10-21
23,68,4,2080-07-26
81,65,4,2054-03-22
17,43,5,2052-12-18
80,42,3,2037-07-08
53,39,8,2038-12-28
97,56,7,2086-07-31
77,79,3,2061-03-13
90,50,7,2096-03-14
56,30,12,2083-08-18
41,96,6,2038-08-28
20,52,5,2076-02-16
78,94,1,2074-04-30
70,58,2,2045-03-17
31,31,9,2067-06-27
37,15,3,2010-10-05
80,31,6,2055-07-30
78,12,3,2051-11-08
58,60,4,2023-06-11
53,85,6,2034-08-12
32,5,7,2040-05-20
17,92,8,2000-06-22
97,67,6,2011-01-08
47,50,0,2059-09-10
79,96,6,2024-06-21
9,13,3,2093-01-21
78,28,5,2091-05-06
16,84,3,2093-07-18
43,61,7,2066-01-17
26,59,6,2041-11-06
85,16,7,2016-08-05
27,43,5,2026-07-31
8,37,3,2047-08-13
56,81,3,2010-12-28
93,18,5,2071-06-03
41,39,6,2074-04-07
31,26,1,2022-02-25
77,24,4,2090-10-17
71,18,6,2047-12-15
45,32,1,2097-10-25
19,38,4,2026-10-03
34,12,8,2099-12-08
43,49,7,2009-04-05
39,44,4,2023-06-07
63,6,3,2050-09-23
29,32,8,2011-12-30
78,43,3,2000-12-06
1,57,5,2012-08-29
22,42,7,2095-04-16
34,43,4,2037-04-21
96,14,7,2089-05-17
15,33,5,2097-09-27
36,25,6,2089-12-16
37,12,6,2020-09-12
80,72,4,2074-02-16
81,27,4,2083-05-12
26,47,6,2091-06-11
25,19,5,2047-04-26
74,51,5,2012-11-18
74,86,5,2080-01-02
40,49,6,2022-07-29
57,7,5,2072-11-13
74,63,2,2058-12-19
35,24,2,2046-06-05
17,66,5,2092-03-22
25,57,6,2080-02-22
13,90,5,2069-02-25
2,56,8,2021-01-01
87,67,4,2060-11-21
91,71,5,2036-10-10
75,51,5,2036-07-14
49,38,4,2097-09-16
11,24,5,2074-09-16
44,4,4,2022-12-14
39,58,5,2079-07-08
6,95,7,2080-04-20
28,16,7,1999-12-02
34,88,6,2020-09-13
78,65,3,2038-08-14
86,8,2,2040-08-29
5,35,3,2088-04-07
22,59,3,2034-11-23
28,88,6,2092-05-09
21,30,1,2017-09-21
92,93,5,2025-02-05
60,85,5,2016-05-24
11,32,7,2076-09-30
89,18,9,2036-01-20
35,45,2,2054-07-13
6,79,3,2037-08-08
2,28,2,2027-09-01
77,7,6,2004-02-13
41,61,8,2096-05-05
16,64,4,2010-07-19
63,48,3,2037-08-17
50,7,10,2089-12-02
40,7,4,1999-11-10
0,6,5,2081-02-12
1,10,5,2042-04-12
22,67,3,2010-07-30
49,73,3,2089-05-26
20,94,6,2074-03-06
71,54,3,2083-08-13
19,80,5,2049-05-23
82,37,3,2026-03-11
32,26,4,2013-04-23
99,75,5,2009-05-06
44,67,5,2091-12-18
12,98,3,2020-02-13
19,64,5,2068-05-16
61,64,3,2019-02-10
69,84,6,2042-08-25
38,87,3,2020-01-31
90,83,3,2098-10-26
84,9,4,2071-11-03
17,92,1,2036-07-02
47,22,4,2024-11-29
92,18,5,2002-10-10
56,81,2,2053-06-14
68,29,5,2015-11-28
93,44,4,2025-10-29
83,97,3,2009-04-17
13,81,3,2057-12-26
68,58,6,2044-04-28
67,49,11,2074-06-17
15,83,4,2096-10-22
23,52,4,2029-10-20
6,17,3,2007-05-14
76,37,5,2010-11-05
25,68,4,2061-05-08
14,30,8,2075-04-05
24,20,7,2051-01-31
32,93,6,2000-10-24
37,61,4,2043-03-31
38,8,2,2058-05-13
26,29,0,2060-11-15
54,6,7,2040-03-06
79,26,9,1999-07-10
39,8,3,2075-01-02
86,38,3,2087-01-16
91,45,4,2057-10-28
83,81,6,2048-02-23
21,59,3,2080-06-06
23,67,12,2014-11-06
77,10,2,2033-12-20
2,4,4,2077-08-09
86,94,5,2089-08-14
45,88,1,2040-07-31
3,58,4,2081-12-22
27,56,5,2074-03-19
67,73,1,2092-03-07
68,57,9,2030-11-19
47,71,4,2070-12-03
41,28,0,2020-09-01
54,16,8,2092-12-08
45,16,4,2040-09-23
54,71,10,2012-01-14
39,31,8,2036-05-20
56,94,2,2036-09-02
62,22,7,2034-06-22
13,0,3,2024-02-28
7,80,1,2051-10-14
28,22,2,2067-04-04
92,43,5,2055-03-08
3,94,5,2094-05-11
29,40,4,2002-06-21
82,64,2,2071-04-08
67,74,3,2012-03-22
12,88,8,2011-04-02
94,2,4,2083-03-31
59,1,2,2081-10-15
33,18,4,2096-01-23
40,76,4,2062-12-22
24,80,3,2085-04-01
14,8,2,2078-11-29
94,60,4,2090-11-03
54,84,8,2066-12-07
70,23,5,2065-07-01
64,77,6,2014-10-04
56,35,6,2058-09-06
0,25,1,2040-08-12
53,84,7,2049-11-05
51,0,5,2029-01-11
24,3,4,2085-10-09
12,74,5,2030-02-14
65,85,6,2081-06-24
90,34,8,2047-10-13
16,39,2,2024-03-18
29,14,5,2019-09-12
92,77,8,2022-11-16
95,39,5,2078-03-07
12,7,1,2089-10-21
41,9,2,2011-10-15
72,26,6,2088-06-30
15,28,3,2022-02-02
35,60,3,2038-12-22
30,23,4,2040-11-09
54,59,10,2034-05-22
70,62,4,2089-09-14
44,46,6,2075-09-30
68,44,7,2065-03-12
94,73,6,2032-10-21
71,23,8,2086-07-22
97,93,7,2001-07-15
23,58,6,2028-09-11
35,89,9,2004-10-08
87,44,7,2052-09-30
80,30,4,2094-09-24
91,47,11,2038-07-08
88,23,2,2090-10-11
60,40,3,2053-07-13
72,1,8,2049-11-11
71,55,9,2000-03-22
21,65,4,2010-10-06
6,14,9,2078-10-05
59,46,9,2076-05-28
2,94,8,2042-01-19
81,94,1,2025-01-31
8,4,5,2073-04-21
71,88,11,2078-01-31
17,12,10,2067-04-15
69,50,2,2081-09-21
49,44,4,2096-10-27
46,4,3,2063-03-14
62,73,2,2081-06-26
44,49,8,2039-04-02
95,45,4,2044-04-23
25,7,6,2052-04-14
17,18,3,2003-11-02
43,26,5,2063-04-05
96,87,3,2008-08-24
86,34,8,2090-02-01
74,55,7,2039-02-26
51,96,6,2085-03-21
73,47,7,2048-07-22
70,35,6,2055-10-17
54,90,2,2090-02-04
86,71,6,2069-07-26
81,29,8,2097-07-16
18,3,7,2034-08-13
60,89,11,2005-07-28
20,61,6,2039-12-10
4,37,4,2070-12-17
93,64,4,2018-01-05
91,33,3,2058-10-31
51,48,2,2013-10-03
51,70,9,2040-01-12
64,25,7,2075-09-25
61,22,5,2048-05-22
90,58,4,2047-09-07
42,83,4,2021-11-22
73,54,7,2014-11-10
71,37,1,2059-04-05
95,6,4,2080-02-20
3,60,4,2013-06-07
66,9,9,2057-11-07
60,78,5,2092-11-03
95,70,5,2086-10-14
72,58,2,2026-09-11
99,31,7,2044-06-09
98,28,4,2052-10-31
82,85,5,2076-02-21
77,60,4,2089-06-16
31,23,4,2093-05-16
20,83,2,2052-12-13
62,85,4,2023-03-08
71,82,4,2056-09-01
43,97,3,2013-08-21
1,54,9,2012-02-09
47,62,8,2078-03-09
13,99,2,2052-08-02
36,18,8,2039-03-04
46,6,4,2019-10-17
0,69,11,2060-11-30
27,80,6,2012-11-05
42,5,4,2031-02-28
4,48,7,2018-11-06
73,23,1,2001-11-21
89,65,6,2032-01-18
89,68,2,2013-07-31
46,41,5,2085-11-18
73,4,8,2073-08-27
40,80,7,2058-10-07
82,40,6,2051-06-06
55,75,6,2018-05-24
87,13,3,2028-07-09
70,9,5,2058-09-28
91,4,3,2056-10-28
91,90,6,2017-11-01
34,84,2,2007-04-04
48,54,6,2000-04-29
59,69,5,2084-09-24
32,76,6,2045-04-13
2,9,3,2007-08-12
96,5,6,2038-12-01
30,90,4,2045-09-21
13,38,3,2082-04-13
73,58,4,2086-02-12
85,90,5,2002-12-18
23,83,0,2048-08-21
59,95,6,2057-12-07
20,38,4,2089-12-28
13,8,3,2019-01-21
54,39,1,2094-05-26
21,9,3,2038-10-14
88,53,9,2063-12-06
64,76,6,2036-11-23
14,78,4,2056-04-17
72,86,9,2084-05-06
45,69,6,2022-07-01
29,94,3,2077-07-01
93,88,8,2053-08-16
63,48,6,2071-05-01
70,83,4,2052-01-09
12,9,4,2049-04-17
95,82,9,2090-02-24
8,26,3,2036-12-08
52,67,9,2010-01-08
13,73,4,2003-02-14
96,52,3,2016-04-13
81,95,3,2038-07-21
47,63,2,2063-02-15
47,30,4,2001-08-29
85,75,8,2067-09-05
49,73,2,2098-01-07
94,95,5,2009-11-28
96,96,5,2008-09-02
15,13,8,2036-11-16
68,22,7,2081-02-04
21,57,4,2002-10-07
99,62,7,2062-05-06
68,17,7,2075-05-16
3,6,5,2096-11-09
45,6,6,2041-03-25
92,19,4,2024-10-17
33,42,1,2022-08-29
99,97,2,2019-06-10
71,93,5,2060-05-12
68,56,5,2016-12-13
99,29,3,2016-09-26
10,76,4,2054-01-27
1,42,3,2045-01-30
50,12,7,2089-04-22
36,25,4,2006-06-01
72,37,2,2000-09-03
89,81,8,2020-10-20
49,6,3,2093-05-24
39,90,9,2053-01-04
56,35,3,2063-01-14
77,86,5,2088-06-06
54,47,5,2034-05-28
86,24,1,2048-01-24
31,2,9,2087-06-19
76,83,6,2012-01-24
43,39,6,2056-06-07
92,88,4,2050-03-30
23,41,7,2038-09-13
21,31,5,2055-01-07
90,94,9,2047-05-25
74,91,7,2092-03-14
9,39,4,2096-06-14
91,93,5,2028-10-08
84,43,6,2070-09-07
91,1,6,2054-10-21
63,77,8,2095-07-12
12,86,2,2014-04-15
96,31,3,2088-04-01
85,87,5,2031-03-07
44,76,10,2007-09-25
14,38,9,2041-09-08
85,66,4,2060-04-19
0,34,7,2018-08-12
98,33,3,2071-03-27
69,60,4,2026-02-16
64,48,4,2096-02-18
55,17,1,2069-10-21
23,74,5,2003-03-03
66,36,6,2070-08-20
65,35,5,2064-12-21
81,17,4,2017-07-19
87,59,4,2073-09-30
35,21,5,2035-01-09
22,32,6,2037-01-08
35,5,5,2075-08-02
32,88,3,2005-04-03
80,74,7,2035-12-09
41,50,0,2095-02-13
73,58,3,2043-08-08
86,2,10,2057-11-09
10,79,7,2089-01-08
93,35,8,2020-06-16
3,19,5,2098-07-01
12,34,3,2044-03-30
94,80,3,2016-01-25
84,57,1,2088-12-30
55,93,0,2046-08-24
15,68,3,2046-12-26
34,6,1,2040-09-02
5,73,8,2086-03-14
29,8,5,2052-02-24
37,27,6,2067-07-29
58,31,4,2012-05-29
53,42,2,2050-07-27
45,34,5,2091-11-06
34,30,5,2052-07-03
15,4,4,2051-09-08
99,43,2,2003-11-05
49,25,3,2045-01-08
18,17,3,2084-11-06
90,52,6,2077-09-20
23,95,3,2054-12-16
28,88,3,2056-05-15
63,84,7,2061-04-17
97,72,4,2001-01-03
2,81,3,2071-04-04
95,71,4,2053-01-24
62,70,10,2062-07-18
79,88,6,2061-10-05
56,12,2,2065-10-15
94,14,7,2038-11-08
27,63,6,2064-05-30
27,56,4,2068-05-14
22,89,6,2092-02-11
48,24,7,2079-04-06
41,77,7,2067-10-18
79,16,2,2065-09-10
70,10,0,2038-01-07
87,27,8,2096-11-18
87,9,4,2028-06-14
79,85,5,2055-10-20
32,19,6,2081-10-10
29,36,6,2054-12-09
85,66,3,2011-08-20
32,70,8,2018-05-28
28,70,7,2030-12-17
62,4,9,2087-01-04
77,35,4,2096-05-15
19,41,3,2015-05-16
4,86,6,2047-01-03
93,73,3,2053-12-24
20,59,5,2014-05-22
37,77,5,2083-10-13
82,40,0,2015-04-23
10,73,5,2014-03-08
57,54,7,2046-12-31
56,61,3,2080-11-27
47,94,6,2043-11-30
27,50,6,2032-11-12
15,22,6,2057-06-01
59,23,0,2050-01-22
27,93,8,2075-10-05
17,70,7,2007-02-06
34,69,7,2097-07-21
92,63,5,2088-04-05
9,67,7,2037-12-13
64,2,4,2007-05-14
83,72,7,2022-08-17
9,77,2,2054-03-11
74,27,4,2063-07-14
46,18,5,2092-09-12
60,4,4,2070-12-24
17,41,5,2005-07-26
1,27,3,2013-08-02
0,65,4,2083-03-07
23,66,7,2086-08-14
58,40,2,2086-10-11
98,28,8,2038-04-21
79,26,7,2053-05-19
57,0,5,2064-01-31
12,20,7,2065-10-05
5,88,4,2012-08-10
95,97,9,2026-12-27
71,96,4,2019-01-16
25,59,5,2096-08-24
91,80,3,2021-10-15
43,49,7,2095-09-21
80,3,5,2074-09-18
8,60,8,2075-08-26
38,5,3,2087-08-27
8,17,3,1999-07-18
66,86,1,2016-12-12
35,44,4,2063-04-29
63,94,11,2050-04-14
21,49,5,2043-04-21
97,68,4,2012-05-06
36,66,3,2052-05-16
3,10,6,2006-03-19
31,53,7,2044-02-14
12,66,2,2080-11-14
52,78,6,2000-07-24
43,89,6,2059-04-21
21,28,8,2039-10-28
7,15,6,2062-01-14
94,33,8,2059-06-15
65,75,6,2045-04-12
55,55,3,2038-01-11
56,62,5,2009-03-01
88,7,11,2089-04-08
99,13,3,2005-10-06
49,36,5,2076-08-25
34,85,5,2041-11-27
0,38,2,2091-01-26
28,39,4,2007-03-29
66,49,4,2029-09-06
59,76,7,2087-04-07
24,20,5,2058-03-21
41,94,7,2033-06-08
57,68,2,2049-11-20
90,28,9,2024-10-23
6,50,11,2021-11-24
72,81,5,2069-09-10
98,98,3,2012-04-28
75,80,7,2067-02-14
92,75,7,2012-05-13
46,31,3,2080-11-06
55,77,8,2080-03-02
4,66,5,2034-11-28
92,61,6,2031-09-25
59,65,3,2040-11-03
64,63,5,2062-08-22
20,28,3,2006-09-28
96,75,7,2075-01-24
45,23,8,2016-03-03
5,56,5,2043-08-26
2,77,7,2068-11-10
97,39,4,2067-01-29
82,38,8,2029-09-18
2,30,6,2081-04-24
38,4,6,2050-01-08
82,58,8,2086-01-08
88,85,10,2068-09-20
44,24,4,2009-08-10
34,57,3,2048-01-26
93,12,6,2070-08-14
85,75,4,2072-03-13
87,0,2,2060-04-26
86,22,9,2014-11-10
92,74,8,2018-07-12
62,21,3,2094-10-01
66,8,9,2060-07-19
21,1,5,2012-02-21
24,77,8,2086-07-12
80,36,6,2082-11-14
62,13,7,2012-12-10
7,96,5,2062-12-11
52,66,5,2086-12-03
79,36,6,2096-03-25
38,6,4,2098-03-27
71,76,9,2088-11-14
0,18,2,2072-01-10
92,34,8,2035-04-01
89,59,4,2075-11-05
77,58,2,2012-06-19
21,2,8,2011-05-21
12,40,3,2090-11-29
15,9,1,2073-11-30
45,38,6,2045-06-29
95,42,8,2036-11-27
51,0,6,2089-10-25
28,97,2,2022-05-10
24,4,4,2026-04-01
27,71,6,2034-01-21
54,99,10,2042-05-19
18,96,8,2049-06-20
13,89,3,2060-09-29
64,20,5,2033-11-30
49,17,5,2022-04-17
20,81,4,2082-02-27
40,37,5,2042-10-19
62,92,6,2018-07-23
30,8,6,2063-11-26
86,71,4,2057-06-18
32,43,4,2013-11-08
5,15,4,2012-12-04
17,18,7,2035-10-25
53,46,3,2003-08-20
86,91,7,2062-11-29
97,24,7,2092-02-04
99,80,5,2069-03-26
29,3,10,2037-08-06
28,79,3,2012-08-17
54,81,5,2064-12-25
89,91,4,2093-11-28
83,91,2,2064-05-30
33,40,2,2057-03-18
52,92,5,2006-03-27
22,72,5,2055-08-04
82,40,6,2095-12-07
25,96,5,2047-08-28
84,37,7,2039-07-03
26,83,4,2023-11-26
98,63,6,2034-01-13
19,80,9,2039-07-16
3,93,4,2045-06-14
84,24,8,2003-12-17
24,26,5,2026-08-14
30,12,7,2061-02-16
52,51,3,2075-02-01
78,71,4,2080-12-23
34,78,6,2082-12-11
55,55,8,2041-01-28
6,62,4,2012-07-09
95,6,6,2062-11-06
46,56,5,2080-04-19
76,17,3,2076-10-06
22,78,2,2031-07-02
91,12,6,2084-07-07
51,25,2,2081-10-13
66,59,3,2054-06-21
81,90,3,2038-03-16
80,15,3,2084-07-12
4,82,5,2052-10-20
4,25,10,2049-06-01
44,62,6,2099-02-04
20,62,7,2013-03-21
98,41,6,2072-04-23
10,6,4,2041-06-22
84,90,4,2021-12-18
20,83,4,2055-07-30
44,72,7,2075-01-21
3,47,5,2066-03-24
76,11,3,2028-09-05
71,5,4,2068-02-06
10,62,6,2089-03-03
90,33,6,2089-05-24
84,33,3,2001-03-26
99,7,5,2002-10-24
78,46,5,2052-08-04
22,65,8,2069-04-01
69,50,2,2010-12-06
48,52,4,2066-12-14
90,71,6,2063-06-16
38,87,6,2075-01-20
96,50,5,2094-07-08
82,84,4,2066-02-09
33,19,7,2041-08-31
48,45,5,2013-04-18
76,30,12,2075-08-26
30,54,0,2076-08-10
24,62,5,2097-10-24
77,28,3,2011-11-23
13,12,4,2076-03-21
4,45,6,2018-09-11
80,5,6,2078-10-29
98,93,2,2031-06-11
26,34,7,2028-05-15
40,36,4,2049-01-18
78,40,4,2092-03-01
26,54,4,2073-08-11
52,84,3,2069-04-11
77,93,6,2060-01-18
0,48,4,2020-04-26
63,22,3,2042-04-13
58,47,3,2056-10-27
60,3,5,2004-01-04
52,5,6,2084-06-13
58,60,4,2037-03-01
25,90,6,2022-08-28
43,1,4,2057-05-31
33,15,4,2033-06-22
67,3,4,2002-05-02
9,62,5,2049-03-25
58,99,5,2015-08-03
39,60,5,2065-01-23
9,3,4,2064-06-27
24,71,7,2062-12-01
13,67,6,2024-06-23
27,48,5,2093-02-22
74,91,7,2044-01-07
60,79,7,2091-06-22
67,3,10,2087-07-09
32,60,5,2007-01-27
46,31,6,2075-03-01
97,57,4,2025-10-14
14,40,5,2024-01-29
64,45,3,2052-08-25
66,48,6,2014-09-04
56,35,7,2000-07-06
13,9,7,2004-10-01
84,15,12,2026-07-31
41,6,4,2015-11-19
75,80,1,2004-11-12
22,9,5,2031-04-02
99,64,4,2026-04-23
60,38,7,2014-12-24
20,76,4,2074-09-15
39,24,5,2029-03-30
78,38,5,2011-10-10
5,7,5,2088-07-20
45,56,4,2089-01-04
7,16,8,2085-01-05
8,61,1,2067-04-24
22,65,5,2068-11-18
66,91,7,2003-01-03
